R.U.T.,Entidad,Vigencia,URL Ficha,rut,nombre_razon_social,nombre_fantasia,vigencia,tipo_persona,numero_inscripcion,tipo_doc_nombramiento,nro_doc_nombramiento,fecha_doc_nombramiento,telefono,domicilio,comuna,ciudad,region,casilla,url_ficha
79734730-2,SEGUROS ALCAZAR CORREDORES Y ASESORES LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79734730&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAO&control=svs&pestania=1,79734730-2,SEGUROS ALCAZAR CORREDORES Y ASESORES LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3272,Resolución,113,1987-08-18,,NUEVA YORK 9 PISO 6 OF. 601-C,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79734730&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAO&control=svs&pestania=1
76132696-1,SEGUROS BROKER CORREDORES DE SEGUROS SOCIEDAD ANONIMA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76132696&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHVAAd&control=svs&pestania=1,76132696-1,SEGUROS BROKER CORREDORES DE SEGUROS SOCIEDAD ANONIMA,SB CORREDORES,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6962,Certificado,,2011-02-25,,A NUEVA LOS LEONES 07 OFICINAS 505,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76132696&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHVAAd&control=svs&pestania=1
76964019-3,SEGUROS CASABLANCA CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76964019&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOkAAT&control=svs&pestania=1,76964019-3,SEGUROS CASABLANCA CORREDORA DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8583,Certificado,,2019-08-29,,AVENIDA DIEGO PORTALES 312,,VALPARAISO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76964019&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOkAAT&control=svs&pestania=1
77099010-6,SEGUROS FALABELLA CORREDORES LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77099010&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFlAAa&control=svs&pestania=1,77099010-6,SEGUROS FALABELLA CORREDORES LIMITADA,SEGUROS FALABELLA CORREDORES LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5143,Resolución,49,1998-02-06,,"MONEDA 970, PISO 16",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77099010&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFlAAa&control=svs&pestania=1
78022982-9,SEGUROS GRUPO MOSSA CORREDORES SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78022982&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPeAAC&control=svs&pestania=1,78022982-9,SEGUROS GRUPO MOSSA CORREDORES SPA,SEGUROS GRUPO MOSSA CORREDORES SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9803,Certificado,,2024-11-12,,BARROS ARANA 492 OF. 78,,CONCEPCION,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78022982&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPeAAC&control=svs&pestania=1
79650650-4,SEGUROS ZAVELEV LTDA. SOCIEDAD DE CORREDORES Y ASESORA DE SE,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79650650&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFVAAq&control=svs&pestania=1,79650650-4,SEGUROS ZAVELEV LTDA. SOCIEDAD DE CORREDORES Y ASESORA DE SE,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3074,Resolución,88,1986-06-06,,CAPITAN ORELLA 2227,,SANTIAGO,,1311,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79650650&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFVAAq&control=svs&pestania=1
77835299-0,SEGURUM CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77835299&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPbAAD&control=svs&pestania=1,77835299-0,SEGURUM CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9601,Certificado,,2024-01-29,,LOCARNO 4264,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77835299&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPbAAD&control=svs&pestania=1
76479213-0,SELECT CONSULTORES CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76479213&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWORAAG&control=svs&pestania=1,76479213-0,SELECT CONSULTORES CORREDORES DE SEGUROS SPA,SELECT SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7917,Certificado,,2016-04-21,,ANTONIO VARAS 979 OFICINA 601,,TEMUCO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76479213&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWORAAG&control=svs&pestania=1
76262068-5,SERGIO DONOSO J. Y COMPAÑIA LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76262068&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH0AAK&control=svs&pestania=1,76262068-5,SERGIO DONOSO J. Y COMPAÑIA LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7330,Certificado,,2013-05-27,,BARROS ARANA 166,,CONCEPCION,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76262068&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH0AAK&control=svs&pestania=1
83511600-K,SERGIO POBLETE CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=83511600&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF5AAn&control=svs&pestania=1,83511600-K,SERGIO POBLETE CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,708,Circular,150,1982-04-05,,FIDEL OTEIZA 1921 OF-203,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=83511600&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF5AAn&control=svs&pestania=1
77116701-2,SERMECOOP CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77116701&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOeAAI&control=svs&pestania=1,77116701-2,SERMECOOP CORREDORA DE SEGUROS SPA,SERMECOOP SEGUROS,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8736,Resolución,2799,2020-05-08,,COMPANIA DE JESUS 1390 OFICINA 306,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77116701&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOeAAI&control=svs&pestania=1
76617034-K,SERVICIOS E INVERSIONES OJEDA CORNEJO PAULA KARIN E.I.R.L,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76617034&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOyAAP&control=svs&pestania=1,76617034-K,SERVICIOS E INVERSIONES OJEDA CORNEJO PAULA KARIN E.I.R.L,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8768,Resolución,3632,2020-08-14,,CONDOMINIO COLINAS DE SANTO DOMINGO P.57,,SAN ANTONIO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76617034&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOyAAP&control=svs&pestania=1
76071491-7,SERVICIOS FINANCIEROS Y CORREDORES DE SEGUROS TRANSLEASING LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76071491&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH3AAe&control=svs&pestania=1,76071491-7,SERVICIOS FINANCIEROS Y CORREDORES DE SEGUROS TRANSLEASING LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7429,Certificado,,2013-10-28,,CANDELARIA GOYENECHEA 3900 OF. 203,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76071491&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH3AAe&control=svs&pestania=1
99566220-5,SERVICIOS FINANCIEROS Y DE SEGUROS S.A.,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=99566220&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGLAAm&control=svs&pestania=1,99566220-5,SERVICIOS FINANCIEROS Y DE SEGUROS S.A.,FINCO BROKERS S.A.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5958,Certificado,,2004-10-04,,ALONSO DE CORDOVA 5670 OF 401,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=99566220&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGLAAm&control=svs&pestania=1
76369489-5,SERVICIOS GENOA SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76369489&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOXAAK&control=svs&pestania=1,76369489-5,SERVICIOS GENOA SPA,GENOA SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7754,Certificado,,2015-05-11,,EL DIRECTOR 6000 OF. 207,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76369489&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOXAAK&control=svs&pestania=1
78053520-2,SERVICIOS INTEGRALES Y CORRETAJES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78053520&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFEAAR&control=svs&pestania=1,78053520-2,SERVICIOS INTEGRALES Y CORRETAJES DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5006,Resolución,258,1996-10-24,,ESTADO 215 OFICINA 410,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78053520&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFEAAR&control=svs&pestania=1
76064297-5,SERVICIOS Y COMISIONES MARIA SOLEDAD VIELMA JORQUERA E.I.R.L.,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76064297&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOTAAa&control=svs&pestania=1,76064297-5,SERVICIOS Y COMISIONES MARIA SOLEDAD VIELMA JORQUERA E.I.R.L.,SOLEDAD VIELMA E.I.R.L.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8017,Certificado,,2016-09-20,,ALVARO CASANOVA 1068 CASA 16,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76064297&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOTAAa&control=svs&pestania=1
76734041-9,SICHER CARGO CHILE CORREDORES DE SEGURO SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76734041&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOzAAA&control=svs&pestania=1,76734041-9,SICHER CARGO CHILE CORREDORES DE SEGURO SPA,SICHER SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8370,Certificado,,2018-08-21,,"BLANCO 1791, PISO 21",,VALPARAISO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76734041&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOzAAA&control=svs&pestania=1
79890380-2,SICURTA INGENIEROS CONSULTORES LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79890380&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOIAAF&control=svs&pestania=1,79890380-2,SICURTA INGENIEROS CONSULTORES LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8192,Certificado,,2017-08-30,,ESTOCOLMO N°450,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79890380&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOIAAF&control=svs&pestania=1
76127846-0,SIGNO MAS CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76127846&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHrAAN&control=svs&pestania=1,76127846-0,SIGNO MAS CORREDORES DE SEGUROS LIMITADA,SIGNO MAS LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7038,Certificado,,2011-10-19,,1 ORIENTE 1120 OF. 201,,TALCA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76127846&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHrAAN&control=svs&pestania=1
76457365-K,SIMPLEE CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76457365&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOUAAD&control=svs&pestania=1,76457365-K,SIMPLEE CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7746,Certificado,,2015-05-04,,"LA CONCEPCION 322, PISO 11",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76457365&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOUAAD&control=svs&pestania=1
76879588-6,SINCRONÍA CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76879588&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOeAAD&control=svs&pestania=1,76879588-6,SINCRONÍA CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8468,Certificado,,2019-01-23,,DEL INCA 4446 OFIC 801,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76879588&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOeAAD&control=svs&pestania=1
76540123-2,SINGULAR CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76540123&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOTAAZ&control=svs&pestania=1,76540123-2,SINGULAR CORREDORES DE SEGUROS LIMITADA,SINGULAR CORREDORES DE SEGUROS LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7881,Certificado,,2015-12-29,,AV. LIBERTADOR BDO OHIGGINS 1302 OF 70,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76540123&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOTAAZ&control=svs&pestania=1
77439948-8,SKOLD SECURITY CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77439948&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPYAAE&control=svs&pestania=1,77439948-8,SKOLD SECURITY CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9549,Certificado,6872,2023-10-24,,"PJE. NICANOR PARRA 523, EL ROSARIO",,CONCEPCIÓN,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77439948&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPYAAE&control=svs&pestania=1
77660381-3,SL CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77660381&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOnAAh&control=svs&pestania=1,77660381-3,SL CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9311,Certificado,,2022-12-21,,LOS ARENALES 540 DP 1403 TORRE A,,VIÑA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77660381&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOnAAh&control=svs&pestania=1
76675415-5,SM CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76675415&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOzAAQ&control=svs&pestania=1,76675415-5,SM CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8629,Certificado,,2019-11-11,,VIANA 915 - OF 211,,VINA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76675415&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOzAAQ&control=svs&pestania=1
89796000-1,"SOCIEDAD AGRICOLA, COMERCIAL Y DE SEGUROS CENTRO LIMITADA",VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89796000&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF9AAh&control=svs&pestania=1,89796000-1,"SOCIEDAD AGRICOLA, COMERCIAL Y DE SEGUROS CENTRO LIMITADA",,Corredor No Previs. Con Registro Vigente,Persona Jurídica,2102,Circular,382,1984-01-23,,"O""HIGGINS 485 PISO 3 OF 309,ED HORIZONTE",,OSORNO,,922,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89796000&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF9AAh&control=svs&pestania=1
84349200-2,SOCIEDAD ARAYA Y MIRANDA PRODUCTORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84349200&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFmAAX&control=svs&pestania=1,84349200-2,SOCIEDAD ARAYA Y MIRANDA PRODUCTORES DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,724,Circular,150,1982-04-05,,SANTO DOMINGO 3874,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84349200&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFmAAX&control=svs&pestania=1
76306839-0,SOCIEDAD CLARKE & DIAZ LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76306839&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH3AAO&control=svs&pestania=1,76306839-0,SOCIEDAD CLARKE & DIAZ LIMITADA,PRODUCTORA C&D LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7569,Certificado,,2014-06-20,,NUEVA YORK 9 PISO 7 OF. 10,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76306839&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH3AAO&control=svs&pestania=1
76428237-K,SOCIEDAD COMERCIAL OK CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76428237&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOQAAL&control=svs&pestania=1,76428237-K,SOCIEDAD COMERCIAL OK CORREDORES DE SEGUROS LIMITADA,OK CORREDORES DE SEGUROS LTDA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8071,Certificado,,2017-01-24,,CALLEJON VIERTEL 593,,TEMUCO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76428237&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOQAAL&control=svs&pestania=1
79594490-7,SOCIEDAD COMERCIAL PRODUCTORA DE SEGUROS VOLCAN LLAIMA LTDA.,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79594490&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOvAAP&control=svs&pestania=1,79594490-7,SOCIEDAD COMERCIAL PRODUCTORA DE SEGUROS VOLCAN LLAIMA LTDA.,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8921,Certificado,,2021-08-31,,SAN MARTIN 745 OFICINA 901,,TEMUCO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79594490&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOvAAP&control=svs&pestania=1
76103670-K,SOCIEDAD COMERCIAL SIGRA INTERNATIONAL LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76103670&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHoAAQ&control=svs&pestania=1,76103670-K,SOCIEDAD COMERCIAL SIGRA INTERNATIONAL LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6438,Certificado,,2007-06-07,,"AVDA. COSTA DE MONTEMAR 546, DEPTO. 117",,CONCON,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76103670&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHoAAQ&control=svs&pestania=1
76491359-0,SOCIEDAD CORREDORA DE SEGUROS AVANZAR SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76491359&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP6AAD&control=svs&pestania=1,76491359-0,SOCIEDAD CORREDORA DE SEGUROS AVANZAR SPA,AVANZAR SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9632,Certificado,,2024-03-15,,ANIBAL PINTO 509,,CONCEPCION,,8,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76491359&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP6AAD&control=svs&pestania=1
76849988-8,SOCIEDAD CORREDORA DE SEGUROS CAMPOS Y POFFALD LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76849988&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOdAAE&control=svs&pestania=1,76849988-8,SOCIEDAD CORREDORA DE SEGUROS CAMPOS Y POFFALD LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8497,Certificado,,2019-04-23,,"FRANCISCO BILBAO 1129, OFICINA 508",,OSORNO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76849988&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOdAAE&control=svs&pestania=1
76475848-K,SOCIEDAD CORREDORA DE SEGUROS COPELEC LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76475848&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWONAAC&control=svs&pestania=1,76475848-K,SOCIEDAD CORREDORA DE SEGUROS COPELEC LIMITADA,CORREDORA DE SEGUROS COPELEC LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7843,Certificado,,2015-10-02,,EL ROBLE 513,,ÑUBLE,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76475848&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWONAAC&control=svs&pestania=1
76499669-0,SOCIEDAD CORREDORA DE SEGUROS DERCO LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76499669&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOWAAX&control=svs&pestania=1,76499669-0,SOCIEDAD CORREDORA DE SEGUROS DERCO LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7854,Certificado,,2015-11-09,,AV. AMERICO VESPUCIO N°1842,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76499669&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOWAAX&control=svs&pestania=1
76837525-9,SOCIEDAD CORREDORA DE SEGUROS HORUS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76837525&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOyAAF&control=svs&pestania=1,76837525-9,SOCIEDAD CORREDORA DE SEGUROS HORUS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8426,Certificado,,2018-10-25,,"CAMINO LA VINA 11, LOS PORTONES",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76837525&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOyAAF&control=svs&pestania=1
